0	 0.5	 1.0
Cubic	 101	 explicit
0	0
0.005	0
0.01	0
0.015	9.1956e-16
0.02	9.1956e-16
0.025	9.1956e-16
0.03	1.5352e-15
0.035	3.1599e-15
0.04	4.7217e-15
0.045	4.8772e-15
0.05	6.6054e-15
0.055	4.0611e-15
0.06	2.4993e-15
0.065	2.3438e-15
0.07	0
0.075	2.0779e-15
0.08	3.8797e-15
0.085	3.8797e-15
0.09	3.8797e-15
0.095	5.7665e-15
0.1	8.495e-15
0.105	8.495e-15
0.11	8.7804e-15
0.115	4.8157e-15
0.12	2.8538e-16
0.125	2.3189e-15
0.13	2.0336e-15
0.135	2.0336e-15
0.14	2.3973e-15
0.145	3.6373e-16
0.15	3.6373e-16
0.155	2.3223e-15
0.16	1.9586e-15
0.165	1.9586e-15
0.17	1.9586e-15
0.175	0
0.18	2.5546e-15
0.185	3.0225e-15
0.19	3.0225e-15
0.195	6.6537e-15
0.2	4.0991e-15
0.205	3.6312e-15
0.21	3.6312e-15
0.215	0
0.22	0
0.225	0
0.23	0
0.235	0
0.24	0
0.245	0
0.25	0
0.255	0
0.26	2.6247e-15
0.265	2.7179e-15
0.27	2.7179e-15
0.275	2.7179e-15
0.28	6.59e-16
0.285	1.4965e-15
0.29	1.4965e-15
0.295	1.5934e-15
0.3	1.0275e-15
0.305	2.6018e-15
0.31	2.6018e-15
0.315	3.8499e-15
0.32	3.8499e-15
0.325	1.3449e-15
0.33	2.4151e-15
0.335	1.0702e-15
0.34	1.0702e-15
0.345	1.0702e-15
0.35	1.0844e-16
0.355	1.0844e-16
0.36	1.0844e-16
0.365	4.8306e-16
0.37	3.7462e-16
0.375	6.222e-16
0.38	6.7975e-16
0.385	5.1795e-16
0.39	5.1795e-16
0.395	2.7037e-16
0.4	2.1282e-16
0.405	0
0.41	1.3201e-16
0.415	8.5793e-16
0.42	8.5793e-16
0.425	8.5793e-16
0.43	2.0663e-15
0.435	1.3403e-15
0.44	1.375e-15
0.445	1.375e-15
0.45	3.4657e-17
0.455	2.1682e-15
0.46	2.1336e-15
0.465	2.4846e-15
0.47	2.4846e-15
0.475	3.1049e-15
0.48	0.00010243
0.485	0.00033506
0.49	0.00069737
0.495	0.0011877
0.5	0.001447
