0	 0.5	 1.0
Cubic	 101	 explicit
0	0.0017133
0.005	0.0018152
0.01	0.0017742
0.015	0.0018931
0.02	0.0013495
0.025	0.0008651
0.03	0.00044095
0.035	0.00011885
0.04	4.5403e-16
0.045	4.4156e-16
0.05	4.4582e-16
0.055	2.4808e-15
0.06	2.1439e-15
0.065	2.1439e-15
0.07	2.9471e-15
0.075	4.1192e-15
0.08	2.0843e-15
0.085	2.0843e-15
0.09	2.0843e-15
0.095	1.2811e-15
0.1	0
0.105	3.1684e-15
0.11	3.1684e-15
0.115	3.1684e-15
0.12	4.1323e-15
0.125	7.5859e-15
0.13	6.8624e-15
0.135	7.3103e-15
0.14	7.9081e-15
0.145	6.9443e-15
0.15	3.4906e-15
0.155	2.0395e-15
0.16	4.0737e-15
0.165	5.1478e-15
0.17	8.3944e-15
0.175	8.3944e-15
0.18	7.4005e-15
0.185	5.9074e-15
0.19	4.2355e-15
0.195	9.8902e-16
0.2	2.0232e-15
0.205	2.0645e-15
0.21	1.0755e-15
0.215	1.0755e-15
0.22	2.4634e-15
0.225	1.4292e-15
0.23	2.7059e-15
0.235	2.7059e-15
0.24	4.8173e-15
0.245	3.8253e-15
0.25	5.6948e-15
0.255	4.3768e-15
0.26	4.3768e-15
0.265	2.6756e-15
0.27	2.6817e-15
0.275	8.1217e-16
0.28	8.1217e-16
0.285	8.6251e-16
0.29	4.835e-16
0.295	9.4405e-16
0.3	9.4405e-16
0.305	9.4405e-16
0.31	9.2531e-16
0.315	1.8973e-15
0.32	1.8251e-15
0.325	1.8251e-15
0.33	1.8251e-15
0.335	2.4946e-15
0.34	2.4978e-15
0.345	1.7075e-15
0.35	1.7075e-15
0.355	1.9958e-15
0.36	1.3949e-15
0.365	5.2251e-16
0.37	5.2251e-16
0.375	5.2251e-16
0.38	3.2089e-16
0.385	2.4634e-16
0.39	1.1233e-16
0.395	1.1233e-16
0.4	6.9953e-16
0.405	6.1295e-16
0.41	6.1885e-16
0.415	6.1885e-16
0.42	7.7996e-16
0.425	1.9276e-16
0.43	4.8792e-15
0.435	5.0606e-15
0.44	5.0606e-15
0.445	4.8995e-15
0.45	4.8995e-15
0.455	2.1307e-16
0.46	0
0.465	0
0.47	0
0.475	1.5366e-15
0.48	1.5366e-15
0.485	2.2438e-15
0.49	2.2438e-15
0.495	2.8047e-15
0.5	1.1786e-15
