0	 0.5	 1.0
Cubic	 101	 explicit
0	0.0085087
0.005	0.0086546
0.01	0.0088013
0.015	0.008949
0.02	0.009097
0.025	0.0092458
0.03	0.0093949
0.035	0.0095433
0.04	0.0096913
0.045	0.009838
0.05	0.0099826
0.055	0.010125
0.06	0.010263
0.065	0.010398
0.07	0.010527
0.075	0.010652
0.08	0.010771
0.085	0.010882
0.09	0.010985
0.095	0.011078
0.1	0.011163
0.105	0.011235
0.11	0.011297
0.115	0.011596
0.12	0.011754
0.125	0.011888
0.13	0.011997
0.135	0.01208
0.14	0.012133
0.145	0.012163
0.15	0.012168
0.155	0.012146
0.16	0.012006
0.165	0.011932
0.17	0.011831
0.175	0.011703
0.18	0.011548
0.185	0.011366
0.19	0.011158
0.195	0.010937
0.2	0.010709
0.205	0.010475
0.21	0.010235
0.215	0.0099879
0.22	0.0097346
0.225	0.0094745
0.23	0.0092077
0.235	0.0089338
0.24	0.0086529
0.245	0.0083653
0.25	0.0080705
0.255	0.007769
0.26	0.0074612
0.265	0.0071472
0.27	0.0068276
0.275	0.0065028
0.28	0.0061734
0.285	0.0058409
0.29	0.0055048
0.295	0.0051675
0.3	0.0048281
0.305	0.0044885
0.31	0.0041507
0.315	0.003815
0.32	0.0034835
0.325	0.003157
0.33	0.0028376
0.335	0.0025268
0.34	0.0022271
0.345	0.0019392
0.35	0.001666
0.355	0.0014084
0.36	0.0011691
0.365	0.00094937
0.37	0.00074998
0.375	0.00057082
0.38	0.00041275
0.385	0.00036805
0.39	0.00025291
0.395	0.00016313
0.4	9.1409e-05
0.405	3.9543e-05
0.41	8.9194e-06
0.415	9.2081e-16
0.42	9.1334e-16
0.425	9.3737e-16
0.43	9.1746e-16
0.435	9.4295e-16
0.44	9.5341e-16
0.445	9.6564e-16
0.45	9.949e-16
0.455	1.026e-15
0.46	1.0494e-15
0.465	1.0017e-15
0.47	1.0362e-15
0.475	9.6891e-16
0.48	1.0048e-15
0.485	1.0183e-15
0.49	1.059e-15
0.495	1.0528e-15
0.5	9.8988e-16
