0	 0.5	 1.0
Cubic	 101	 explicit
0	0
0.005	0
0.01	7.0671e-17
0.015	7.0671e-17
0.02	7.0671e-17
0.025	4.4892e-16
0.03	8.4506e-16
0.035	8.4506e-16
0.04	8.4506e-16
0.045	1.3742e-15
0.05	9.074e-16
0.055	9.074e-16
0.06	4.3371e-15
0.065	3.4297e-15
0.07	4.3085e-15
0.075	5.3372e-15
0.08	1.9075e-15
0.085	3.2372e-15
0.09	6.553e-15
0.095	5.5243e-15
0.1	6.2321e-15
0.105	5.647e-15
0.11	1.4524e-15
0.115	1.4524e-15
0.12	4.3425e-15
0.125	3.5979e-15
0.13	4.6042e-15
0.135	5.265e-15
0.14	2.7322e-15
0.145	2.7322e-15
0.15	3.6749e-15
0.155	5.0931e-15
0.16	4.0567e-15
0.165	6.0742e-15
0.17	5.3291e-15
0.175	3.25e-15
0.18	7.1579e-15
0.185	5.1404e-15
0.19	7.001e-15
0.195	7.001e-15
0.2	3.0644e-15
0.205	5.2582e-15
0.21	2.1938e-15
0.215	3.2469e-15
0.22	3.2469e-15
0.225	1.0532e-15
0.23	4.5699e-15
0.235	4.1179e-15
0.24	4.1179e-15
0.245	4.7199e-15
0.25	2.1944e-15
0.255	1.5932e-15
0.26	1.5932e-15
0.265	9.9118e-16
0.27	0
0.275	0
0.28	3.0919e-16
0.285	3.0919e-16
0.29	1.3744e-15
0.295	1.3744e-15
0.3	1.9924e-15
0.305	1.9924e-15
0.31	9.2717e-16
0.315	1.6003e-15
0.32	6.7318e-16
0.325	6.7318e-16
0.33	8.5679e-16
0.335	6.61e-16
0.34	6.61e-16
0.345	1.7123e-15
0.35	1.5287e-15
0.355	1.0513e-15
0.36	1.0513e-15
0.365	5.848e-17
0.37	5.848e-17
0.375	7.442e-17
0.38	7.442e-17
0.385	1.594e-17
0.39	1.594e-17
0.395	4.3098e-16
0.4	4.3098e-16
0.405	1.169e-15
0.41	2.8197e-15
0.415	3.0602e-15
0.42	3.0602e-15
0.425	2.8547e-15
0.43	1.2039e-15
0.435	3.2806e-15
0.44	4.4133e-15
0.445	3.8809e-15
0.45	5.6662e-15
0.455	2.983e-15
0.46	2.1086e-15
0.465	2.1086e-15
0.47	3.2332e-16
0.475	2.5829e-16
0.48	0.00010615
0.485	0.00034228
0.49	0.0007063
0.495	0.0011971
0.5	0.0014545
